3.500000000000000000e+01 3.333333333333333570e+01 3.200000000000000000e+01 3.104411679030687537e+03
3.250000000000000000e+01 3.666666666666666430e+01 3.400000000000000000e+01 3.586324610208028389e+03
3.750000000000000000e+01 3.111111111111111072e+01 3.600000000000000000e+01 4.471367120266865641e+03
3.125000000000000000e+01 3.444444444444444287e+01 3.800000000000000000e+01 5.528632879733133450e+03
3.625000000000000000e+01 3.777777777777777857e+01 3.039999999999999858e+01 6.413675389791971611e+03
3.375000000000000000e+01 3.222222222222222143e+01 3.239999999999999858e+01 6.895588320969312917e+03
3.875000000000000000e+01 3.555555555555555713e+01 3.439999999999999858e+01 3.000708997244317288e+03
3.062500000000000000e+01 3.888888888888888573e+01 3.639999999999999858e+01 3.146491149674883673e+03
3.562500000000000000e+01 3.037037037037037024e+01 3.839999999999999858e+01 3.690999164770327752e+03
3.312500000000000000e+01 3.370370370370370239e+01 3.080000000000000071e+01 4.619692913567852884e+03
3.812500000000000000e+01 3.703703703703703809e+01 3.279999999999999716e+01 5.673229654026450589e+03
3.187500000000000000e+01 3.148148148148148096e+01 3.479999999999999716e+01 6.509660306839443365e+03
3.687500000000000000e+01 3.481481481481481666e+01 3.680000000000000426e+01 6.929490535901652038e+03
3.437500000000000000e+01 3.814814814814814525e+01 3.879999999999999716e+01 3.004212638792545476e+03
3.937500000000000000e+01 3.259259259259259522e+01 3.119999999999999929e+01 3.197170838600333354e+03
3.031250000000000000e+01 3.592592592592592382e+01 3.320000000000000284e+01 3.803961373238997567e+03
3.531250000000000000e+01 3.925925925925925952e+01 3.520000000000000284e+01 4.770722709167282119e+03
3.281250000000000000e+01 3.074074074074074048e+01 3.720000000000000284e+01 5.813127583565261375e+03
3.781250000000000000e+01 3.407407407407407618e+01 3.920000000000000284e+01 6.596671730391497476e+03
3.156250000000000000e+01 3.740740740740740478e+01 3.160000000000000142e+01 6.955750644029603791e+03
3.656250000000000000e+01 3.185185185185185119e+01 3.360000000000000142e+01 3.011939622870997027e+03
3.406250000000000000e+01 3.518518518518518334e+01 3.560000000000000142e+01 3.256760420872192299e+03
3.906250000000000000e+01 3.851851851851851904e+01 3.760000000000000142e+01 3.924694813740916288e+03
3.093750000000000000e+01 3.296296296296296191e+01 3.960000000000000142e+01 4.923391241367305156e+03
3.593750000000000000e+01 3.629629629629629761e+01 3.007999999999999829e+01 5.947425864995019765e+03
3.343750000000000000e+01 3.962962962962963331e+01 3.207999999999999829e+01 6.674545901535037956e+03
3.843750000000000000e+01 3.012345679012345556e+01 3.407999999999999829e+01 6.975017474182142905e+03
3.218750000000000000e+01 3.345679012345679126e+01 3.607999999999999829e+01 3.024982525817857550e+03
3.718750000000000000e+01 3.679012345679011986e+01 3.807999999999999829e+01 3.325454098464961589e+03
3.468750000000000000e+01 3.123456790123456628e+01 3.048000000000000043e+01 4.052574135004979325e+03
3.968750000000000000e+01 3.456790123456789843e+01 3.248000000000000398e+01 5.076608758632695753e+03
3.015625000000000000e+01 3.790123456790123413e+01 3.448000000000000398e+01 6.075305186259082802e+03
3.515625000000000000e+01 3.234567901234567699e+01 3.648000000000000398e+01 6.743239579127806792e+03
3.265625000000000000e+01 3.567901234567901270e+01 3.848000000000000398e+01 6.988060377129002518e+03
3.765625000000000000e+01 3.901234567901234129e+01 3.087999999999999901e+01 3.044249355970396209e+03
3.140625000000000000e+01 3.049382716049382580e+01 3.288000000000000256e+01 3.403328269608502069e+03
3.640625000000000000e+01 3.382716049382715795e+01 3.488000000000000256e+01 4.186872416434737715e+03
3.390625000000000000e+01 3.716049382716049365e+01 3.688000000000000256e+01 5.229277290832716972e+03
3.890625000000000000e+01 3.160493827160493652e+01 3.888000000000000256e+01 6.196038626761002888e+03
3.078125000000000000e+01 3.493827160493827222e+01 3.128000000000000114e+01 6.802829161399666191e+03
3.578125000000000000e+01 3.827160493827160792e+01 3.328000000000000114e+01 6.995787361207454524e+03
3.328125000000000000e+01 3.271604938271605079e+01 3.528000000000000114e+01 3.070509464098348417e+03
3.828125000000000000e+01 3.604938271604937938e+01 3.728000000000000114e+01 3.490339693160555726e+03
3.203125000000000000e+01 3.938271604938271508e+01 3.928000000000000114e+01 4.326770345973549411e+03
3.703125000000000000e+01 3.086419753086419604e+01 3.167999999999999972e+01 5.380307086432147116e+03
3.453125000000000000e+01 3.419753086419753174e+01 3.367999999999999972e+01 6.309000835229671793e+03
3.953125000000000000e+01 3.753086419753086034e+01 3.567999999999999972e+01 6.853508850325115418e+03
3.046875000000000000e+01 3.197530864197531031e+01 3.767999999999999972e+01 6.999291002755682712e+03
3.546875000000000000e+01 3.530864197530863891e+01 3.967999999999999972e+01 3.000004759583462601e+03
3.296875000000000000e+01 3.864197530864197461e+01 3.016000000000000014e+01 3.109911302554095528e+03
3.796875000000000000e+01 3.308641975308641747e+01 3.215999999999999659e+01 3.600754209096333852e+03
3.171875000000000000e+01 3.641975308641975317e+01 3.415999999999999659e+01 4.492351588627398087e+03
